Video ID,Segment ID,Modality,Start frame,End frame,Start time(s),End time(s),Violence Type (Video),Violence label(video),Video Type,Violence Type (Text),Texts,Memo,Violence(Sound) Type1,Sound type1,sound_start_frame1,sound_end_frame1,Violence(Sound) Type2,Sound type2,sound_start_frame2,sound_end_frame2,Violence(Sound) Type3,Sound type3,sound_start_frame3,sound_end_frame3,Violence(Sound) Type4,Sound type4,sound_start_frame4,sound_end_frame4,Violence(Sound) Type5,Sound type5,sound_start_frame5,sound_end_frame5,Violence(Sound) Type6,Sound type6,sound_start_frame6,sound_end_frame6,Violence(Sound) Type7,Sound type7,sound_start_frame7,sound_end_frame7,Violence(Sound) Type8,Sound type8,sound_start_frame8,sound_end_frame8,Violence(Sound) Type9,Sound type9,sound_start_frame9,sound_end_frame9,Violence(Sound) Type10,Sound type10,sound_start_frame10,sound_end_frame10,Violence(Sound) Type11,Sound type11,sound_start_frame11,sound_end_frame11,Filename,Segment Position
169,169_16,Unimodal(Video),2322,2361,77.48,78.78,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,16
169,169_17,Unimodal(Video),2362,2396,78.81,79.95,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,17
169,169_18,Unimodal(Video),2397,2565,79.98,85.59,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,18
169,169_19,Unimodal(Video),2566,2577,85.62,85.99,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,19
169,169_20,Unimodal(Video),2578,2622,86.02,87.49,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,20
169,169_21,Unimodal(Video),2623,2669,87.52,89.06,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,21
169,169_22,Unimodal(Video),2670,2743,89.09,91.52,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,22
169,169_23,Unimodal(Video),2744,2826,91.56,94.29,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,23
169,169_24,Unimodal(Video),2827,3030,94.33,101.1,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,24
169,169_25,Unimodal(Video),3036,3351,101.3,111.81,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,25
169,169_26,Unimodal(Video),3352,3507,111.85,117.02,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,26
169,169_27,Unimodal(Video),3508,3588,117.05,119.72,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,27
169,169_28,Unimodal(Video),3589,3642,119.75,121.52,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,28
169,169_29,Unimodal(Video),3643,3757,121.55,125.36,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,29
169,169_30,Unimodal(Video),3758,3866,125.39,129,violent,1,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,30
169,169_31,Unimodal(Video),3867,3991,129.03,133.17,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,31
169,169_32,Unimodal(Video),3992,4063,133.2,135.57,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,32
169,169_33,Unimodal(Video),4064,4130,135.6,137.8,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,33
169,169_34,Unimodal(Video),4131,4185,137.84,139.64,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,34
169,169_35,Unimodal(Video),4186,4224,139.67,140.94,violent,1,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,35
169,169_36,Unimodal(Video),4225,4227,140.97,141.04,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,36
169,169_37,Unimodal(Video),4228,4283,141.07,142.91,violent,1,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,37
169,169_38,Unimodal(Video),4284,4287,142.94,143.04,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,38
169,169_39,Unimodal(Video),4288,4380,143.08,146.15,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,39
169,169_40,Unimodal(Video),4381,4497,146.18,150.05,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,40
169,169_41,Unimodal(Video),4498,5194,150.08,173.31,violent,1,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169_Video Police conduct questioned after officers threaten to seize phone of witness.mp4,41
170,170_1,Unimodal(Video),0,334,0,11.13,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170_Video Witnesses recount their escape from attack at Ariana Grande concert.mp4,1
170,170_2,Unimodal(Video),340,343,11.33,11.43,none,,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170_Video Witnesses recount their escape from attack at Ariana Grande concert.mp4,2
170,170_3,Unimodal(Video),350,1636,11.67,54.53,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170_Video Witnesses recount their escape from attack at Ariana Grande concert.mp4,3
170,170_4,Unimodal(Video),1646,1648,54.87,54.93,none,,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170_Video Witnesses recount their escape from attack at Ariana Grande concert.mp4,4
170,170_5,Unimodal(Video),1649,1795,54.97,59.83,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170_Video Witnesses recount their escape from attack at Ariana Grande concert.mp4,5
171,171_1,"Multimodal(Video, Sound)",0,650,0,21.69,violent,1,Self-filmed,,,,Violent,Shouting,0,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,1
171,171_2,"Multimodal(Video, Sound)",651,751,21.72,25.06,non-violent,0,Self-filmed,,,,Violent,Shouting,651,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,2
171,171_3,"Multimodal(Video, Sound)",752,1242,25.09,41.44,violent,1,Self-filmed,,,,Violent,Shouting,752,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,3
171,171_4,"Multimodal(Video, Sound)",1243,1299,41.47,43.34,none,,Self-filmed,,,,Violent,Shouting,1243,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,4
171,171_5,"Multimodal(Video, Sound)",1300,1400,43.38,46.71,non-violent,0,Self-filmed,,,,Violent,Shouting,1300,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,5
171,171_6,"Multimodal(Video, Sound)",1401,1901,46.75,63.43,violent,1,Self-filmed,,,,Violent,Shouting,1401,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,6
171,171_7,"Multimodal(Video, Sound)",1902,2171,63.46,72.44,non-violent,0,Self-filmed,,,,Violent,Shouting,1918,2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,7
171,171_8,"Multimodal(Video, Sound)",2172,2389,72.47,79.71,none,,Self-filmed,,,,Violent,Shouting,2188,2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,8
171,171_9,"Multimodal(Video, Sound)",2390,2669,79.75,89.06,non-violent,0,Self-filmed,,,,Violent,Shouting,2398,2458,Violent,Shouting,2637,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,9
171,171_10,"Multimodal(Video, Sound)",2670,2711,89.09,90.46,none,,Self-filmed,,,,Violent,Shouting,2697,2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,10
171,171_11,"Multimodal(Video, Sound)",2712,2867,90.49,95.66,non-violent,0,Self-filmed,,,,Violent,Shouting,2712,2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,11
171,171_12,"Multimodal(Video, Sound)",2868,2882,95.7,96.16,none,,Self-filmed,,,,Violent,Shouting,2868,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,12
171,171_13,"Multimodal(Video, Sound)",2883,3529,96.2,117.75,non-violent,0,Self-filmed,,,,Violent,Shouting,2883,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171_Soccer Fans Brawl During Manchester United vs Arsenal Match.mp4,13
172,172_1,Unimodal(Video),0,2,0,0.07,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,1
172,172_2,Unimodal(Video),10,527,0.33,17.58,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,2
172,172_3,Unimodal(Video),528,630,17.62,21.02,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,3
172,172_4,Unimodal(Video),631,1045,21.05,34.87,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,4
172,172_5,Unimodal(Video),1046,1104,34.9,36.84,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,5
172,172_6,Unimodal(Video),1105,1117,36.87,37.27,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,6
172,172_7,Unimodal(Video),1118,1578,37.3,52.65,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,7
172,172_8,Unimodal(Video),1594,1702,53.19,56.79,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,8
172,172_9,Unimodal(Video),1703,1843,56.82,61.49,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,9
172,172_10,Unimodal(Video),1849,1879,61.69,62.7,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,10
172,172_11,Unimodal(Video),1887,2067,62.96,68.97,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,11
172,172_12,Unimodal(Video),2068,3014,69,100.57,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,12
172,172_14,Unimodal(Video),3023,3072,100.87,102.5,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,14
172,172_15,Unimodal(Video),3081,3320,102.8,110.78,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,15
172,172_16,Unimodal(Video),3328,3620,111.04,120.79,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172_NYC Man Dies After Getting Stabbed In Fight Over Bad Manners.mp4,16
173,173_2,Unimodal(Video),6,50,0.2,1.67,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,2
173,173_3,Unimodal(Video),51,114,1.7,3.8,none,,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,3
173,173_4,"Multimodal(Video, Sound)",115,2189,3.83,72.97,non-violent,0,Bodycam,,,,Violent,Shouting,138,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,4
173,173_5,"Multimodal(Video, Sound)",2190,2651,73,88.37,violent,1,Bodycam,,,,Violent,Screaming,2190,2580,Violent,Shouting,2610,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,5
173,173_6,"Multimodal(Video, Sound)",2652,2778,88.4,92.6,none,,Bodycam,,,,Violent,Shouting,2652,2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,6
173,173_7,"Multimodal(Video, Sound)",2779,4427,92.63,147.57,none,,Others,,,,Violent,Shouting,2779,4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,7
173,173_8,Unimodal(Video),4428,4490,147.6,149.67,none,,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,8
173,173_10,Unimodal(Video),4544,4572,151.47,152.4,none,,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,10
173,173_11,Unimodal(Video),4573,4680,152.43,156,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,11
173,173_12,Unimodal(Video),4681,4898,156.03,163.27,none,,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,12
173,173_13,Unimodal(Video),4899,5034,163.3,167.8,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,13
174,174_1,Unimodal(Video),0,7,0,0.23,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",1
174,174_2,Unimodal(Video),8,35,0.27,1.17,violent,1,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",2
174,174_3,Unimodal(Video),36,123,1.2,4.1,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",3
174,174_4,Unimodal(Video),124,165,4.14,5.51,violent,1,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",4
174,174_5,Unimodal(Video),166,213,5.54,7.11,none,,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",5
174,174_6,Unimodal(Video),217,218,7.24,7.27,none,,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",6
174,174_7,Unimodal(Video),222,229,7.41,7.64,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",7
174,174_8,Unimodal(Video),236,603,7.87,20.12,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",8
174,174_9,Unimodal(Video),612,624,20.42,20.82,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",9
174,174_10,Unimodal(Video),628,1124,20.95,37.5,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",10
174,174_11,Unimodal(Video),1125,1204,37.54,40.17,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",11
174,174_12,"Multimodal(Video, Text)",1205,1209,40.21,40.34,non-violent,0,Bodycam,Violent,ARRESTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",12
174,174_13,"Multimodal(Video, Text)",1210,1447,40.37,48.28,non-violent,0,Bodycam,Violent,"ARRESTED, VIOLENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",13
174,174_14,"Multimodal(Video, Text)",1448,1451,48.31,48.42,non-violent,0,Bodycam,Violent,ARRESTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",14
174,174_15,Unimodal(Video),1452,2216,48.45,73.94,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",15
174,174_16,Unimodal(Video),2217,2260,73.97,75.41,violent,1,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",16
174,174_17,Unimodal(Video),2261,2446,75.44,81.61,none,,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",17
174,174_18,Unimodal(Video),2447,2513,81.65,83.85,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",18
174,174_19,Unimodal(Video),2514,2837,83.88,94.66,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",19
174,174_20,Unimodal(Video),2838,3355,94.69,111.95,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",20
174,174_21,Unimodal(Video),3356,3783,111.98,126.23,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",21
174,174_22,Unimodal(Video),3784,4147,126.26,138.37,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",22
174,174_23,Unimodal(Video),4148,5156,138.4,172.04,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174_Bodycam captures man, officer in physical altercation.mp4",23
175,175_1,Unimodal(Video),0,3191,0,127.64,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175_Insane road rage caught on dashcam.mp4,1
175,175_2,Unimodal(Video),3192,3224,127.68,128.96,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175_Insane road rage caught on dashcam.mp4,2
175,175_3,Unimodal(Video),3225,3526,129,141.04,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175_Insane road rage caught on dashcam.mp4,3
175,175_4,Unimodal(Video),3527,3544,141.08,141.76,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175_Insane road rage caught on dashcam.mp4,4
175,175_5,Unimodal(Video),3545,4361,141.8,174.44,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175_Insane road rage caught on dashcam.mp4,5
176,176_1,"Multimodal(Video, Sound)",0,986,0,32.87,non-violent,0,Dashcam,,,,Violent,Others,840,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,1
176,176_2,Unimodal(Video),987,1079,32.9,35.97,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,2
176,176_3,Unimodal(Video),1080,2015,36,67.17,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,3
176,176_6,Unimodal(Video),2068,2085,68.93,69.5,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,6
177,177_1,"Multimodal(Video, Text)",0,321,0,5.36,non-violent,0,Bodycam,Violent,SNATCHES GUN FROM OFFICER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177_Man snatches gun from cop before her partner shoots him.mp4,1
177,177_2,Unimodal(Video),322,557,5.37,9.29,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177_Man snatches gun from cop before her partner shoots him.mp4,2
177,177_3,Unimodal(Video),558,761,9.31,12.7,violent,1,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177_Man snatches gun from cop before her partner shoots him.mp4,3
177,177_4,Unimodal(Video),762,922,12.71,15.38,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177_Man snatches gun from cop before her partner shoots him.mp4,4
177,177_5,"Multimodal(Video, Sound)",923,1213,15.4,20.24,violent,1,Bodycam,,,,Violent,Shouting,1079,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177_Man snatches gun from cop before her partner shoots him.mp4,5
177,177_6,Unimodal(Video),1228,1399,20.49,23.34,non-violent,0,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177_Man snatches gun from cop before her partner shoots him.mp4,6
177,177_7,"Multimodal(Video, Sound)",1400,1521,23.36,25.38,violent,1,Bodycam,,,,Violent,Gunshot,1439,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177_Man snatches gun from cop before her partner shoots him.mp4,7
177,177_8,Unimodal(Video),1522,1735,25.39,28.95,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177_Man snatches gun from cop before her partner shoots him.mp4,8
