Video ID,Segment ID,Modality,Start frame,End frame,Duration(frames),Start time(s),End time(s),Duration(s),Violence Type (Video),Violence label(video),Video Type,Violence Type (Text),Texts,Memo,Violence(Sound) Type1,Sound type1,sound_start_frame1,sound_end_frame1,Violence(Sound) Type2,Sound type2,sound_start_frame2,sound_end_frame2,Violence(Sound) Type3,Sound type3,sound_start_frame3,sound_end_frame3,Violence(Sound) Type4,Sound type4,sound_start_frame4,sound_end_frame4,Violence(Sound) Type5,Sound type5,sound_start_frame5,sound_end_frame5,Violence(Sound) Type6,Sound type6,sound_start_frame6,sound_end_frame6,Violence(Sound) Type7,Sound type7,sound_start_frame7,sound_end_frame7,Violence(Sound) Type8,Sound type8,sound_start_frame8,sound_end_frame8,Violence(Sound) Type9,Sound type9,sound_start_frame9,sound_end_frame9,Violence(Sound) Type10,Sound type10,sound_start_frame10,sound_end_frame10,Violence(Sound) Type11,Sound type11,sound_start_frame11,sound_end_frame11,Filename,Segment Position
192,192_4,Unimodal(Video),2049,2104,56,81.96,84.16,2.2,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192_Police responding to incident at Liverpool FC parade after car collision with multiple pedestrians.mp4,4
193,193_1,Unimodal(Video),0,53,54,0,1.77,1.77,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,1
193,193_2,Unimodal(Video),54,216,163,1.8,7.21,5.41,violent,1,Combination,,,News+Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,2
193,193_3,Unimodal(Video),217,525,309,7.24,17.52,10.28,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,3
193,193_4,"Multimodal(Video, Sound)",535,601,67,17.85,20.05,2.2,none,,News,,,,Violent,Shouting,599,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,4
193,193_5,"Multimodal(Video, Sound)",602,2175,1574,20.09,72.57,52.48,non-violent,0,Self-filmed,,,,Violent,Shouting,602,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,5
193,193_6,Unimodal(Video),2176,2472,297,72.61,82.48,9.87,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,6
193,193_7,Unimodal(Video),2473,2517,45,82.52,83.98,1.46,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,7
193,193_8,Unimodal(Video),2518,2813,296,84.02,93.86,9.84,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,8
193,193_9,Unimodal(Video),2837,3328,492,94.66,111.04,16.38,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,9
193,193_10,Unimodal(Video),3354,3658,305,111.91,122.06,10.15,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,10
193,193_11,Unimodal(Video),3659,4383,725,122.09,146.25,24.16,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,11
193,193_12,Unimodal(Video),4384,4408,25,146.28,147.08,0.8,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,12
193,193_13,Unimodal(Video),4409,4442,34,147.11,148.21,1.1,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,13
193,193_14,Unimodal(Video),4443,4516,74,148.25,150.68,2.43,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,14
193,193_15,Unimodal(Video),4543,5325,783,151.58,177.68,26.1,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193_Video shows violent altercation between Pirates fan and game day employee.mp4,15
194,194_1,Unimodal(Video),0,9,10,0,0.3,0.3,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,1
194,194_2,"Multimodal(Video, Text)",10,15,6,0.33,0.5,0.17,violent,1,CCTV,Violent,Robbery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,2
194,194_3,"Multimodal(Video, Text)",16,135,120,0.53,4.5,3.97,violent,1,CCTV,Violent,"Arrest, Robbery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,3
194,194_4,"Multimodal(Video, Text)",144,286,143,4.8,9.54,4.74,violent,1,CCTV,Violent,"Arrest, Robbery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,4
194,194_5,Unimodal(Video),287,451,165,9.58,15.05,5.47,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,5
194,194_6,Unimodal(Video),452,490,39,15.08,16.35,1.27,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,6
194,194_7,"Multimodal(Video, Text)",491,496,6,16.38,16.55,0.17,violent,1,CCTV,Violent,Arrested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,7
194,194_8,"Multimodal(Video, Text)",497,733,237,16.58,24.46,7.88,violent,1,CCTV,Violent,"Robbery, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,8
194,194_9,Unimodal(Video),734,1439,706,24.49,48.01,23.52,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,9
194,194_10,Unimodal(Video),1440,1478,39,48.05,49.32,1.27,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,10
194,194_11,Unimodal(Video),1479,1546,68,49.35,51.58,2.23,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,11
194,194_12,Unimodal(Video),1547,1985,439,51.62,66.23,14.61,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,12
194,194_13,Unimodal(Video),1986,2100,115,66.27,70.07,3.8,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,13
194,194_14,Unimodal(Video),2101,2322,222,70.1,77.48,7.38,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,14
194,194_15,Unimodal(Video),2323,2473,151,77.51,82.52,5.01,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,15
194,194_16,Unimodal(Video),2474,2830,357,82.55,94.43,11.88,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,16
194,194_17,Unimodal(Video),2831,2946,116,94.46,98.3,3.84,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,17
194,194_18,Unimodal(Video),2947,2994,48,98.33,99.9,1.57,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,18
194,194_19,Unimodal(Video),2995,3111,117,99.93,103.8,3.87,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,19
194,194_20,Unimodal(Video),3112,3140,29,103.84,104.77,0.93,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,20
194,194_21,Unimodal(Video),3141,3389,249,104.8,113.08,8.28,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,21
194,194_22,Unimodal(Video),3390,3486,97,113.11,116.32,3.21,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194_Man Linked to 18-Plus Robberies Caught On Video In Violent Altercation Captured.mp4,22
195,195_1,Unimodal(Video),0,139,140,0,4.64,4.64,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195_Macron dismisses video showing wife shoving him in the face.mp4,1
195,195_2,Unimodal(Video),140,158,19,4.67,5.27,0.6,violent,1,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195_Macron dismisses video showing wife shoving him in the face.mp4,2
195,195_3,Unimodal(Video),159,418,260,5.31,13.95,8.64,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195_Macron dismisses video showing wife shoving him in the face.mp4,3
195,195_4,Unimodal(Video),419,481,63,13.98,16.05,2.07,violent,1,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195_Macron dismisses video showing wife shoving him in the face.mp4,4
195,195_5,Unimodal(Video),482,1824,1343,16.08,60.86,44.78,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195_Macron dismisses video showing wife shoving him in the face.mp4,5
196,196_1,"Multimodal(Video, Sound, Text)",0,178,179,0,5.94,5.94,none,,Self-filmed,Violent,armed with a gun and knife attacked people,,Violent,Shouting,0,120,Violent,Shouting,150,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,1
196,196_2,"Multimodal(Video, Sound)",179,447,269,5.97,14.91,8.94,none,,Self-filmed,,,,Violent,Shouting,179,360,Violent,Gunshot,375,420,Violent,Gunshot,435,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,2
196,196_3,"Multimodal(Video, Sound)",448,665,218,14.95,22.19,7.24,none,,Self-filmed,,,,Violent,Gunshot,448,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,3
196,196_4,Unimodal(Video),666,669,4,22.22,22.32,0.1,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,4
196,196_5,Unimodal(Video),670,678,9,22.36,22.62,0.26,none,,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,5
196,196_6,"Multimodal(Video, Text)",679,1019,341,22.66,34,11.34,non-violent,0,Self-filmed,Violent,"opened fire, killed, attack, assailant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,6
196,196_7,Unimodal(Video),1020,1093,74,34.03,36.47,2.44,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,7
196,196_8,Unimodal(Video),1094,1146,53,36.5,38.24,1.74,non-violent,0,Self-filmed,,"attacker, shot, killed, attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,8
196,196_9,Unimodal(Video),1147,1333,187,38.27,44.48,6.21,violent,1,News,,"attacker, shot, killed, attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,9
196,196_10,Unimodal(Video),1334,1443,110,44.51,48.15,3.64,non-violent,0,News,,"attacker, shot, killed, attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,10
196,196_11,Unimodal(Video),1444,1448,5,48.18,48.31,0.13,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,11
196,196_12,"Multimodal(Video, Text)",1449,1731,283,48.35,57.76,9.41,non-violent,0,News,Violent,"killed, attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,12
196,196_13,Unimodal(Video),1732,1736,5,57.79,57.92,0.13,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,13
196,196_14,"Multimodal(Video, Text)",1737,1780,44,57.96,59.39,1.43,non-violent,0,News,Violent,"attacks, dead, assailants, killed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,14
196,196_15,"Multimodal(Video, Text)",1781,1979,199,59.43,66.03,6.6,non-violent,0,News,Violent,"attacks, dead, assailants, killed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,15
196,196_16,Unimodal(Video),1984,1988,5,66.2,66.33,0.13,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,16
196,196_17,Unimodal(Video),1989,2134,146,66.37,71.2,4.83,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196_Attack at Israeli Bus Station Leaves Three Dead.mp4,17
197,197_1,Unimodal(Video),0,188,189,0,12.53,12.53,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,1
197,197_2,"Multimodal(Video, Text)",189,375,187,12.6,25,12.4,non-violent,0,News,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,2
197,197_3,Unimodal(Video),376,409,34,25.07,27.27,2.2,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,3
197,197_4,"Multimodal(Video, Text)",410,461,52,27.33,30.73,3.4,non-violent,0,News,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,4
197,197_5,Unimodal(Video),462,1264,803,30.8,84.27,53.47,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,5
197,197_6,"Multimodal(Video, Text)",1265,1302,38,84.33,86.8,2.47,none,,News,Violent,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,6
197,197_7,Unimodal(Video),1303,1304,2,86.87,86.93,0.06,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,7
197,197_8,"Multimodal(Video, Text)",1305,1325,21,87,88.33,1.33,none,,News,Violent,STRIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,8
197,197_9,Unimodal(Video),1326,1648,323,88.4,109.87,21.47,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,9
197,197_10,"Multimodal(Video, Text)",1652,1801,150,110.13,120.07,9.94,non-violent,0,News,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197_Brutal Attack at Bus Station Caught on Tape.mp4,10
198,198_1,Unimodal(Video),0,701,702,0,23.39,23.39,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198_Russian bus plunges into river, killing passengers.mp4",1
198,198_2,"Multimodal(Video, Text)",702,853,152,23.42,28.46,5.04,non-violent,0,CCTV,Violent,killed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198_Russian bus plunges into river, killing passengers.mp4",2
198,198_3,"Multimodal(Video, Text)",861,984,124,28.73,32.83,4.1,non-violent,0,News,Violent,killed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198_Russian bus plunges into river, killing passengers.mp4",3
198,198_4,Unimodal(Video),985,1621,637,32.87,54.09,21.22,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198_Russian bus plunges into river, killing passengers.mp4",4
198,198_5,Unimodal(Video),1627,1709,83,54.29,57.02,2.73,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198_Russian bus plunges into river, killing passengers.mp4",5
198,198_6,Unimodal(Video),1710,1710,1,57.06,57.06,0,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198_Russian bus plunges into river, killing passengers.mp4",6
198,198_7,Unimodal(Video),1711,1981,271,57.09,66.1,9.01,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198_Russian bus plunges into river, killing passengers.mp4",7
199,199_1,Unimodal(Video),0,11,12,0,0.37,0.37,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199_Police shoot, kill robbery suspect following pursuit in north St. Louis.mp4",1
199,199_2,"Multimodal(Video, Text)",12,531,520,0.4,17.72,17.32,non-violent,0,News,Violent,SHOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199_Police shoot, kill robbery suspect following pursuit in north St. Louis.mp4",2
199,199_3,Unimodal(Video),532,560,29,17.75,18.69,0.94,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199_Police shoot, kill robbery suspect following pursuit in north St. Louis.mp4",3
199,199_4,Unimodal(Video),561,565,5,18.72,18.85,0.13,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199_Police shoot, kill robbery suspect following pursuit in north St. Louis.mp4",4
199,199_5,Unimodal(Video),566,3642,3077,18.89,121.52,102.63,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199_Police shoot, kill robbery suspect following pursuit in north St. Louis.mp4",5
200,200_1,Unimodal(Video),0,89,90,0,2.97,2.97,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,1
200,200_2,Unimodal(Video),92,472,381,3.07,15.75,12.68,none,,News,,"SHOOTING, FIGHTS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,2
200,200_3,Unimodal(Video),481,745,265,16.05,24.86,8.81,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,3
200,200_4,"Multimodal(Video, Text)",746,1243,498,24.89,41.47,16.58,non-violent,0,News,Violent,HURT IN SHOOTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,4
200,200_5,Unimodal(Video),1244,1336,93,41.51,44.58,3.07,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,5
200,200_6,Unimodal(Video),1344,1764,421,44.84,58.86,14.02,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,6
200,200_7,"Multimodal(Video, Text)",1765,2186,422,58.89,72.94,14.05,non-violent,0,News,Violent,,Fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,7
200,200_8,Unimodal(Video),2187,2263,77,72.97,75.51,2.54,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,8
200,200_9,Unimodal(Video),2271,2561,291,75.78,85.45,9.67,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200_Nearly two dozen injured in violent Myrtle Beach weekend.mp4,9
201,201_1,Unimodal(Video),0,55,56,0,1.84,1.84,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201_One dead, three injured in violent incident on Detroit's east side.mp4",1
201,201_2,Unimodal(Video),56,253,198,1.87,8.44,6.57,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201_One dead, three injured in violent incident on Detroit's east side.mp4",2
201,201_3,"Multimodal(Video, Text)",261,447,187,8.71,14.91,6.2,none,,News,Violent,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201_One dead, three injured in violent incident on Detroit's east side.mp4",3
201,201_4,Unimodal(Video),453,943,491,15.12,31.46,16.34,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201_One dead, three injured in violent incident on Detroit's east side.mp4",4
201,201_5,"Multimodal(Video, Text)",944,2793,1850,31.5,93.19,61.69,non-violent,0,News,Violent,SHOOTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201_One dead, three injured in violent incident on Detroit's east side.mp4",5
201,201_6,Unimodal(Video),2794,3202,409,93.23,106.84,13.61,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201_One dead, three injured in violent incident on Detroit's east side.mp4",6
202,202_1,Unimodal(Video),0,446,447,0,14.88,14.88,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202_Domestic violence suspect and innocent driver killed in violent crash, police say.mp4",1
202,202_2,Unimodal(Video),451,467,17,15.05,15.58,0.53,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202_Domestic violence suspect and innocent driver killed in violent crash, police say.mp4",2
202,202_3,Unimodal(Video),471,625,155,15.72,20.85,5.13,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202_Domestic violence suspect and innocent driver killed in violent crash, police say.mp4",3
202,202_4,"Multimodal(Video, Text)",626,627,2,20.89,20.92,0.03,non-violent,0,News,Violent,VIOLENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202_Domestic violence suspect and innocent driver killed in violent crash, police say.mp4",4
202,202_5,"Multimodal(Video, Text)",628,631,4,20.95,21.05,0.1,non-violent,0,News,Violent,"VIOLENT, DEAD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202_Domestic violence suspect and innocent driver killed in violent crash, police say.mp4",5
202,202_6,"Multimodal(Video, Text)",632,1891,1260,21.09,63.1,42.01,non-violent,0,News,Violent,"VIOLENT, CRASH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202_Domestic violence suspect and innocent driver killed in violent crash, police say.mp4",6
202,202_7,"Multimodal(Video, Text)",1892,1893,2,63.13,63.16,0.03,non-violent,0,News,Violent,VIOLENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202_Domestic violence suspect and innocent driver killed in violent crash, police say.mp4",7
